#SUBMITTED ID	SYMBOL
FBgn0051872	CG31872
FBgn0025352	Mtpbeta
FBgn0050418	nord
FBgn0031169	CG1494
FBgn0004859	ci
FBgn0261987	Pxt
FBgn0030541	CG11584
FBgn0025616	CG13359
FBgn0035645	CG5592
FBgn0036208	Gcat
FBgn0023536	CG3156
FBgn0000579	Eno
FBgn0039510	CG3339
FBgn0032635	CG15141
FBgn0038089	d-cup
FBgn0085312	CG34283
FBgn0052221	CG32221
FBgn0037580	DppIII
FBgn0023511	Edem1
FBgn0032815	CG10462
FBgn0030091	CG7065
FBgn0039309	CG11891
FBgn0053978	CG33978
FBgn0029642	CG3592
FBgn0266174	pre-mod(mdg4)-L
FBgn0034839	CG13540
FBgn0031824	CG9547
FBgn0030057	Ppt1
FBgn0031130	CG15452
FBgn0037766	Teh1
FBgn0032618	CG31743
FBgn0261049	Vps45
FBgn0041188	Atx2
FBgn0266136	Gyc76C
FBgn0033337	CG8272
FBgn0003079	Raf
FBgn0002466	sti
FBgn0032787	CG10195
FBgn0036505	CG7945
FBgn0034223	Tes
FBgn0052298	CG32298
FBgn0032243	Klp31E
FBgn0029822	CG12236
FBgn0267796	Tmc
FBgn0002905	PolQ
FBgn0025625	Sik2
FBgn0031530	Pgant2
FBgn0033856	CG13334
FBgn0033257	sand
FBgn0261560	Thor
FBgn0037171	CG14459
FBgn0011768	Fdh
FBgn0035026	Fcp1
FBgn0031837	DIP-iota
FBgn0034878	pita
FBgn0040397	CG3655
FBgn0035238	CG12104
FBgn0033486	dmpd
FBgn0033377	Pgm2a
FBgn0260817	gkt
FBgn0037696	GstZ1
FBgn0037205	BoYb
FBgn0032754	CG10700
FBgn0031033	CG14219
FBgn0026402	NiPp1
FBgn0035005	CG3483
FBgn0038115	CG7966
FBgn0039254	Nmnat
FBgn0039270	PQBP1
FBgn0039638	dgt6
FBgn0035539	slow
FBgn0037138	P5CDh1
FBgn0028422	GluRIID
FBgn0038853	RhoGAP93B
FBgn0037044	Pdss2
FBgn0035344	Cyp4d20
FBgn0037100	CapaR
FBgn0050151	CG30151
FBgn0027600	obst-B
FBgn0262816	CG43187
FBgn0067052	Rab9D
FBgn0005390	fs(1)M3
FBgn0050356	CG30356
FBgn0033212	LRR
FBgn0039152	Root
FBgn0034104	CG15705
FBgn0035348	CG16758
FBgn0038234	mRpL11
FBgn0052650	CG32650
FBgn0033266	Socs44A
FBgn0030317	pkm
FBgn0003041	pbl
FBgn0034230	CG4853
FBgn0034045	CG8249
FBgn0030345	CG1847
FBgn0036780	CG7330
FBgn0037841	CG4565
FBgn0031549	Spindly
FBgn0283681	Tcs3
FBgn0030757	CG9902
FBgn0086371	poly
FBgn0001967	NimC3
FBgn0263106	DnaJ-1
FBgn0040726	dpr1
FBgn0036194	Dph1
FBgn0036038	defl
FBgn0032376	Tsp33B
FBgn0262740	Evi5
FBgn0265041	CG44158
FBgn0029999	CG1575
FBgn0031012	CG8051
FBgn0053170	CG33170
FBgn0029914	CG4558
FBgn0038507	CG5863
FBgn0004598	Fur2
FBgn0030483	CG12725
FBgn0034389	Mctp
FBgn0266137	Dop1R2
FBgn0032330	Samuel
FBgn0262510	CR43080
FBgn0038426	mRpS33
FBgn0035766	eco
FBgn0015622	Cnx99A
FBgn0015019	CCT3
FBgn0039343	CG5111
FBgn0040391	CG2854
FBgn0036075	CG8065
FBgn0033652	ths
FBgn0038612	cona
FBgn0029898	CG14439
FBgn0032725	Nedd8
FBgn0264746	CG44004
FBgn0032859	Arpc2
FBgn0033061	SmydA-5
FBgn0020392	Nmt
FBgn0036004	Jarid2
FBgn0036150	Ir68a
FBgn0037114	Cpr78E
FBgn0085319	CG34290
FBgn0030700	CG15914
FBgn0038980	Octbeta1R
FBgn0037623	CG9801
FBgn0034909	pippin
FBgn0050481	mRpL53
FBgn0262103	Sik3
FBgn0050085	Rif1
FBgn0261065	Cpsf73
FBgn0052163	CG32163
FBgn0052797	CG32797
FBgn0039199	CG13615
FBgn0050076	CG30076
FBgn0052571	TwdlX
FBgn0266591	CG45116
FBgn0000097	aop
FBgn0261046	Dscam3
FBgn0034179	CG6805
FBgn0267376	SelR
FBgn0002354	l(3)87Df
FBgn0039466	CG5521
FBgn0052115	CG32115
FBgn0029976	snz
FBgn0260743	GC1
FBgn0039115	CG10214
FBgn0037601	Cyp313b1
FBgn0085212	CG34183
FBgn0028530	mTTF
FBgn0051093	CG31093
FBgn0011659	Mlh1
FBgn0032247	CG5188
FBgn0263353	CG11000
FBgn0033569	CG12942
FBgn0026263	bip1
FBgn0037326	CG14669
FBgn0286203	stw
FBgn0034543	galla-1
FBgn0036793	CG4174
FBgn0030600	hiw
FBgn0000411	D
FBgn0037812	CG18545
FBgn0036007	path
FBgn0033738	DUBAI
FBgn0003210	rb
FBgn0028984	Spn88Ea
FBgn0034498	CG16868
FBgn0267521	18SrRNA-Psi:CR45861
FBgn0260430	CG42525
FBgn0033932	Dh44-R1
FBgn0038020	GstD9
FBgn0028979	tio
FBgn0038569	CG7218
FBgn0033350	CG8237
FBgn0011817	nmo
FBgn0036984	CG13248
FBgn0031757	Ucp4C
FBgn0028875	nAChRalpha5
FBgn0037110	ORMDL
FBgn0031976	CG7367
FBgn0038921	Theg
FBgn0069913	CG4681
FBgn0035414	CG14965
FBgn0031442	Prosbeta4R1
FBgn0267429	lovit
FBgn0085425	CG34396
FBgn0038741	CG17186
FBgn0034706	CG11275
FBgn0029990	CG2233
FBgn0034585	Rbpn-5
FBgn0264975	Nrg
FBgn0011692	pav
FBgn0034971	Gpat4
FBgn0003450	snk
FBgn0039486	CAH9
FBgn0035383	CPT2
FBgn0053867	His-Psi:CR33867
FBgn0034087	clu
FBgn0004379	Klp67A
FBgn0038282	dpr9
FBgn0040347	mus81
FBgn0031540	Pif1
FBgn0053087	LRP1
FBgn0038592	CG18599
FBgn0035113	pyx
FBgn0050114	CG30114
FBgn0005775	Con
FBgn0037755	CG12945
FBgn0004516	Gad1
FBgn0040298	Myt1
FBgn0032474	DnaJ-H
FBgn0017545	RpS3A
FBgn0046763	peg
FBgn0037473	CG10068
FBgn0041711	yellow-e
FBgn0051370	CG31370
FBgn0260400	elav
FBgn0036715	Cad74A
FBgn0262794	CG43175
FBgn0026577	CG8677
FBgn0086706	pix
FBgn0035968	Slc45-1
FBgn0033512	CG12902
FBgn0025632	CG4313
FBgn0083942	CG34106
FBgn0035372	CG12093
FBgn0032750	CG10495
FBgn0260454	CG17139
FBgn0000120	Arr1
FBgn0035900	ZC3H3
FBgn0020545	kraken
FBgn0085325	CG34296
FBgn0028970	RabGGTb
FBgn0035025	uri
FBgn0085361	CG34332
FBgn0033451	Marc
FBgn0263316	Mrp4
FBgn0037926	Elp1
FBgn0027296	temp
FBgn0039020	CG17141
FBgn0285938	CG46335
FBgn0034356	Pepck2
FBgn0036853	mRpL21
FBgn0039494	grass
FBgn0038902	CG6800
FBgn0039083	CG10177
FBgn0259221	ATP8A
FBgn0027564	CG3149
FBgn0250821	CG14644
FBgn0030189	CG2909
FBgn0011300	babo
FBgn0034976	CG4049
FBgn0031491	alpha4GT1
FBgn0050108	CG30108
FBgn0047114	CG31142
FBgn0040466	Dlip2
FBgn0052808	CG32808
FBgn0034187	Mov10
FBgn0051157	CG31157
FBgn0036790	AstC-R1
FBgn0038240	CG14851
FBgn0264832	CG44040
FBgn0040931	CG9034
FBgn0013467	igl
FBgn0085732	CR40190
FBgn0038301	CG6654
FBgn0259170	alpha-Man-Ia
FBgn0262731	CG33941
FBgn0010549	l(2)03659
FBgn0014143	croc
FBgn0015360	oxt
FBgn0031424	VGlut
FBgn0032613	Nepl9
FBgn0034730	ppk12
FBgn0033806	FLASH
FBgn0031519	Fign
FBgn0000719	fog
FBgn0036908	TORIP
FBgn0085443	spri
FBgn0004777	Ccp84Ag
FBgn0020277	lush
FBgn0262008	CG42826
FBgn0027569	cert
FBgn0051201	GluRIIE
FBgn0033344	CG8252
FBgn0039633	Bicra
FBgn0034566	CG9313
FBgn0261803	CG42749
FBgn0035947	Srp68
FBgn0028983	Spn55B
FBgn0086686	l(3)L1231
FBgn0261985	Ptpmeg
FBgn0029514	CG9166
FBgn0028471	Nab2
FBgn0029860	CG15891
FBgn0265003	koi
FBgn0051131	CG31131
FBgn0051253	CG31253
FBgn0029657	CG12535
FBgn0261456	hpo
FBgn0040297	Nhe2
FBgn0038960	CG13855
FBgn0053207	pxb
FBgn0015925	csul
FBgn0030122	Aladin
FBgn0085242	CG34213
FBgn0267849	Syx7
FBgn0030582	CG14411
FBgn0039681	CG7582
FBgn0035273	CG12020
FBgn0037231	Vps24
FBgn0035750	CG14826
FBgn0032524	Hacd2
FBgn0050263	stum
FBgn0035703	Bulli
FBgn0262734	eIF4H1
FBgn0266369	Mtp
FBgn0034908	CG5543
FBgn0004687	Mlc-c
FBgn0260393	CG17147
FBgn0011739	wts
FBgn0050088	CG30088
FBgn0019968	Khc-73
FBgn0034451	TBCB
FBgn0034795	MED23
FBgn0260747	Chchd2
FBgn0032086	CG17906
FBgn0250910	Octbeta3R
FBgn0025637	SkpA
FBgn0261674	CG42709
FBgn0000317	ck
FBgn0038034	Cyp9f3
FBgn0250871	pot
FBgn0033693	CG13175
FBgn0053964	CG33964
FBgn0029868	ND-B16.6
FBgn0040467	Dlip1
FBgn0003460	so
FBgn0266442	CG45072
FBgn0037763	CG16904
FBgn0040370	CG13375
FBgn0034379	CG15073
FBgn0036463	Reck
FBgn0052452	CG32452
FBgn0032047	CG13088
FBgn0036771	Wdr92
FBgn0032620	CG12288
FBgn0036624	RAF2
FBgn0031518	CG3277
FBgn0026175	SkpC
FBgn0085411	CG34382
FBgn0033602	Cpr47Ee
FBgn0259977	Tdc1
FBgn0031725	DIP-eta
FBgn0037931	CG18476
FBgn0030796	CG4829
FBgn0001206	Hmr
FBgn0051807	CG31807
FBgn0053509	CG33509
FBgn0264308	hbt
FBgn0261816	CG42758
FBgn0266486	CG45085
FBgn0000711	flw
FBgn0050001	CG30001
FBgn0030991	CG7453
FBgn0288310	mv
FBgn0004870	bab1
FBgn0032966	CG1421
FBgn0036710	CG6479
FBgn0036391	CG17364
FBgn0036360	CG10713
FBgn0030174	CG15312
FBgn0262582	cic
FBgn0033874	CG6347
FBgn0261278	grp
FBgn0036333	MICAL-like
FBgn0036377	CG10710
FBgn0031662	CG3792
FBgn0026378	Rep
FBgn0028426	RNaseZ
FBgn0003292	rt
FBgn0037087	CG7519
FBgn0000489	Pka-C3
FBgn0085357	CG34328
FBgn0037814	CG6325
FBgn0030970	CG7326
FBgn0030874	Spt7
FBgn0034362	CG5323
FBgn0051639	CG31639
FBgn0025800	Smox
FBgn0035941	CG13313
FBgn0039584	beat-VI
FBgn0086348	se
FBgn0039728	CG7896
FBgn0010453	Wnt4
FBgn0266672	Sec8
FBgn0261928	CG42795
FBgn0051805	CG31805
FBgn0031985	mon2
FBgn0001147	gsb-n
FBgn0037525	CG17816
FBgn0034066	EMC7
FBgn0029647	CG17959
FBgn0051301	CG31301
FBgn0032395	Wdr81
FBgn0017457	U2af38
FBgn0083986	CG34150
FBgn0035440	CG14969
FBgn0035997	phol
FBgn0032801	CG10165
FBgn0287586	CG46456
FBgn0021738	Crg-1
FBgn0286051	Rexo5
FBgn0063485	Lasp
FBgn0023512	eIF2Bepsilon
FBgn0004828	His3.3B
FBgn0033322	CG8584
FBgn0031941	ATPsynGL
FBgn0000273	Pka-C1
FBgn0286070	cnk
FBgn0033454	CG1671
FBgn0036514	CG12301
FBgn0028622	qsm
FBgn0033374	Boot
FBgn0041103	nht
FBgn0024314	Plap
FBgn0031220	CG4822
FBgn0034005	ItgaPS4
FBgn0020272	mst
FBgn0038079	NijC
FBgn0016032	lbm
FBgn0029588	CR14798
FBgn0033809	CG4630
FBgn0036462	mRpL39
FBgn0031745	rau
FBgn0011288	Snap25
FBgn0002441	l(3)mbt
FBgn0044871	Gos28
FBgn0031779	CG9175
FBgn0003278	Polr1B
FBgn0039141	spas
FBgn0261992	CG42810
FBgn0053202	dpr11
FBgn0035647	CG10486
FBgn0015279	Pi3K92E
FBgn0034276	Sardh
FBgn0263000	CG43308
FBgn0033272	RagC-D
FBgn0051156	CG31156
FBgn0031044	MKP-4
FBgn0035040	CG4741
FBgn0085385	bma
FBgn0036282	Smyd4-2
FBgn0050404	Tango11
FBgn0029701	CG12691
FBgn0034009	CG8155
FBgn0035770	pst
FBgn0002069	AspRS
FBgn0051804	CG31804
FBgn0031986	CG8673
FBgn0037229	flip
FBgn0019890	Smg5
FBgn0039429	CG14238
FBgn0260388	CG42514
FBgn0262476	CG43066
FBgn0053293	CG33293
FBgn0050489	Cyp12d1-p
FBgn0036212	CG11597
FBgn0039381	SppL
FBgn0034059	CG8320
FBgn0034792	YME1L
FBgn0027865	Tsp96F
FBgn0052365	CG32365
FBgn0035980	mRRF1
FBgn0264745	CR44003
FBgn0001185	her
FBgn0031753	CG13999
FBgn0038324	CG5038
FBgn0026063	KP78b
FBgn0263988	Dic61B
FBgn0034081	CG10731
FBgn0259745	wech
FBgn0263093	CR43361
FBgn0010768	sqz
FBgn0029504	CHES-1-like
FBgn0037248	srl
FBgn0035839	CG7550
FBgn0040365	CG14628
FBgn0037747	Naa80
FBgn0039731	Sas-6
FBgn0031129	CG1324
FBgn0001075	ft
FBgn0031728	Hsp60C
FBgn0037689	CG8135
FBgn0260237	BBIP1
FBgn0037172	ND-B14.5AL
FBgn0034440	CG10073
FBgn0263400	CG43446
FBgn0035097	CG13405
FBgn0037698	CG16779
FBgn0029681	CG15239
FBgn0034418	CG15118
FBgn0265137	Spn42Da
FBgn0023441	fus
FBgn0035953	CG5087
FBgn0085400	side-V
FBgn0003444	smo
FBgn0261822	Bsg
FBgn0037241	CG14646
FBgn0261270	Sps1
FBgn0061469	Ube3a
FBgn0027524	CG3909
FBgn0033677	CG8321
FBgn0038803	CG5191
FBgn0262126	Sec24CD
FBgn0261857	CR42786
FBgn0038629	CG14304
FBgn0005660	Ets21C
FBgn0038683	CG11779
FBgn0035437	Strip
FBgn0026592	Fie
FBgn0004179	Csp
FBgn0020378	Sp1
FBgn0265257	CG44271
FBgn0002283	l(3)73Ah
FBgn0031471	CG3117
FBgn0039650	Mesh1
FBgn0259984	kuz
FBgn0031731	CG14007
FBgn0051721	Trim9
FBgn0000715	FMRFa
FBgn0026388	Or46a
FBgn0039718	CG15517
FBgn0041713	yellow-c
FBgn0085431	Sol1
FBgn0085483	CG34454
FBgn0015271	Orc5
FBgn0263025	HSPBAP1
FBgn0035914	CG6282
FBgn0032891	Oseg5
FBgn0038745	ClpX
FBgn0010399	Nmdar1
FBgn0261090	Sytbeta
FBgn0001992	Cyp303a1
FBgn0085208	CG34179
FBgn0038268	CG3631
FBgn0000233	btd
FBgn0283440	solo
FBgn0035867	CG13671
FBgn0038205	Kif19A
FBgn0030612	Dbct
FBgn0266487	CG45086
FBgn0037987	CG14739
FBgn0038331	Ccm3
FBgn0033558	CG12344
FBgn0031227	CG3709
FBgn0259200	CG42304
FBgn0011284	RpS4
FBgn0030298	Or10a
FBgn0045502	Gr10a
FBgn0266418	wake
FBgn0030048	CG12112
FBgn0027085	LeuRS-m
FBgn0039186	CG5746
FBgn0030563	betaNACtes2
FBgn0050343	Tsen15
FBgn0000454	Dip-B
FBgn0263351	AP-2mu
FBgn0039709	Cad99C
FBgn0033783	CG17019
FBgn0051176	CG31176
FBgn0034008	CG8152
FBgn0036330	CG11263
FBgn0053222	CR33222
FBgn0041147	ida
FBgn0033458	Lime
FBgn0035896	CG6983
FBgn0036950	CG6996
FBgn0025820	JTBR
FBgn0050148	CG30148
FBgn0036018	CG3335
FBgn0086129	snama
FBgn0035610	Lkr
FBgn0035528	CG15012
FBgn0033715	CG8490
FBgn0034266	CG4975
FBgn0037377	CG1218
FBgn0050077	Blos1
FBgn0039944	CG17162
FBgn0038105	yellow-f2
FBgn0260399	gwl
FBgn0264691	Lst8
FBgn0035022	CG11413
FBgn0051617	His1:CG31617
FBgn0053813	His1:CG33813
FBgn0286198	LKRSDH
FBgn0040765	luna
FBgn0038738	CG4572
FBgn0039816	CG11317
FBgn0015777	nrv2
FBgn0026380	Prosbeta3
FBgn0016754	sba
FBgn0000063	Mps1
FBgn0030522	amrt
FBgn0032733	CG15170
FBgn0036679	CG13022
FBgn0052758	Snx27
FBgn0010607	l(2)05714
FBgn0025336	CG4882
FBgn0263744	CR43669
FBgn0028516	ZnT35C
FBgn0030520	Pdcd4
FBgn0038078	CG14391
FBgn0003502	Btk
FBgn0037531	CG10445
FBgn0033088	PGAP3
FBgn0032020	strat
FBgn0033439	CG1773
FBgn0036789	AstC-R2
FBgn0036910	Cyp305a1
FBgn0034856	yellow-d2
FBgn0037120	CG11247
FBgn0260986	mei-38
FBgn0005558	ey
FBgn0259199	Snup
FBgn0003495	spz
FBgn0037009	CG5104
FBgn0035829	HP4
FBgn0262617	Nuak
FBgn0000287	salr
FBgn0039463	Spag1
FBgn0035496	CG14990
FBgn0039879	Ir100a
FBgn0037215	beta-Man
FBgn0038974	CG5377
FBgn0033434	CG1902
FBgn0037618	ouib
FBgn0029888	ND-ASHI
FBgn0039530	Tusp
FBgn0030293	CG1737
FBgn0041604	dlp
FBgn0262127	kibra
FBgn0002937	ninaB
FBgn0037999	CG4860
FBgn0031098	CG17068
FBgn0004919	gol
FBgn0026395	Or23a
FBgn0261064	Rbsn-5
FBgn0039059	CG13829
FBgn0260756	CG42554
FBgn0262960	CG43271
FBgn0030407	Fpgs
FBgn0035742	Acbp4
FBgn0036225	CG5883
FBgn0045471	Gr92a
FBgn0032934	CG8679
FBgn0034237	eIF3b
FBgn0038589	CG18598
FBgn0038837	KaiR1D
FBgn0032551	CG18636
FBgn0261437	CSN8
FBgn0263772	CG43689
FBgn0035106	rno
FBgn0051958	CR31958
FBgn0037937	Fer3
FBgn0051822	CR31822
FBgn0030891	Ada3
FBgn0083950	side-VI
FBgn0033498	CG12209
FBgn0085274	CG34245
FBgn0030320	CG2247
FBgn0024285	Srp54
FBgn0039354	Lgr3
FBgn0036874	brv1
FBgn0031684	ND-13A
FBgn0050067	Obp50a
FBgn0038678	mRpL55
FBgn0038546	CG7379
FBgn0030344	Nrd1
FBgn0035904	GstO3
FBgn0053339	CG33339
FBgn0035807	CG7492
FBgn0001086	fzy
FBgn0024991	CG2694
FBgn0034380	Vps51
FBgn0038398	sxe2
FBgn0017550	Rga
FBgn0029689	CG6428
FBgn0035726	CG9953
FBgn0029167	Hml
FBgn0051495	CG31495
FBgn0038832	CG15695
FBgn0025874	Meics
FBgn0040291	Roc1b
FBgn0039355	CG4730
FBgn0010488	NAT1
FBgn0032814	CG10366
FBgn0263002	CR43310
FBgn0003430	slp1
FBgn0083992	Mkp
FBgn0032195	Bcs1
FBgn0033564	Pex6
FBgn0033166	Eaf
FBgn0052984	CG32984
FBgn0031722	CG14011
FBgn0038439	Cad89D
FBgn0000158	bam
FBgn0036207	CG10907
FBgn0263219	Dscam4
FBgn0029992	Upf2
FBgn0039665	CG2310
FBgn0033252	CG12769
FBgn0030716	CG9170
FBgn0035426	CG12078
FBgn0038830	CG17272
FBgn0037818	CG6465
FBgn0036570	IntS9
FBgn0037679	Aduk
FBgn0036978	Toll-9
FBgn0034921	DCP1
FBgn0262730	dtn
FBgn0014340	mof
FBgn0023091	dimm
FBgn0031390	tho2
FBgn0261479	nero
FBgn0053508	ppk13
FBgn0038740	Mrp5
FBgn0044050	Ilp3
FBgn0030395	Mks1
FBgn0027607	CG8230
FBgn0266711	EloC
FBgn0036973	Rbbp5
FBgn0086906	sls
FBgn0038299	Spn88Eb
FBgn0031219	CG13694
FBgn0002872	mu2
FBgn0264297	CG43775
FBgn0039269	veli
FBgn0259192	CG42296
FBgn0266582	ND-30
FBgn0032910	CG9265
FBgn0266439	CG45069
FBgn0039306	RIOK2
FBgn0002440	l(3)mbn
FBgn0037646	CAHbeta
FBgn0037409	Osi24
FBgn0259927	CG42450
FBgn0029747	CG5062
FBgn0002542	lds
FBgn0031853	TTLL3B
FBgn0263999	CG43742
FBgn0011591	fng
FBgn0020621	Pkn
FBgn0053465	CG33465
FBgn0038474	mRpS11
FBgn0262743	Fs(2)Ket
FBgn0036880	Cpr76Bc
FBgn0004647	N
FBgn0262739	AGO1
FBgn0031775	CG9150
FBgn0038017	CG4115
FBgn0051126	CG31126
FBgn0050393	CG30393
FBgn0032455	Pih1D1
FBgn0005411	U2af50
FBgn0028382	cyp33
FBgn0035956	Doc2
FBgn0032730	CG10431
FBgn0030573	nmdyn-D6
FBgn0261279	lqfR
FBgn0260475	CG30059
FBgn0051472	sgll
FBgn0038095	Cyp304a1
FBgn0033816	CG4679
FBgn0013732	sced
FBgn0034350	Lamtor2
FBgn0037227	TwdlV
FBgn0052441	EMC10
FBgn0032268	CG6138
FBgn0039302	Nup358
FBgn0004860	ph-d
FBgn0031003	CG7889
FBgn0038523	Sgs5bis
FBgn0020622	Pi3K21B
FBgn0037487	thw
FBgn0039994	conu
FBgn0039331	ND-49L
FBgn0030693	sordd1
FBgn0020251	sfl
FBgn0026398	Or22a
FBgn0032719	CG17321
FBgn0046874	Pif1B
FBgn0039641	CG14511
FBgn0259978	vlc
FBgn0038876	Idi
FBgn0266449	Kr-h2
FBgn0030090	fend
FBgn0085383	CG34354
FBgn0039407	Trmt61
FBgn0035107	mri
FBgn0034402	CG15084
FBgn0053237	Ste:CG33237
FBgn0287185	nvd
FBgn0029857	wuho
FBgn0036181	Muc68Ca
FBgn0039504	CG14260
FBgn0035878	CG7182
FBgn0027499	wde
FBgn0259222	CG42322
FBgn0261988	Gprk2
FBgn0030675	CG8191
FBgn0000490	dpp
FBgn0045852	ham
FBgn0039840	pHCl-2
FBgn0085444	mute
FBgn0032724	CG10428
FBgn0002891	PolZ1
FBgn0031630	CG15629
FBgn0259683	Ir40a
FBgn0038303	SIDL
FBgn0051183	CG31183
FBgn0052703	Erk7
FBgn0036690	Ilp8
FBgn0266489	CG45088
FBgn0022942	Cbp80
FBgn0050463	Pgant9
FBgn0016126	CaMKI
FBgn0028741	fab1
FBgn0024814	Clc
FBgn0260469	CR14578
FBgn0031716	CG14015
FBgn0038221	IFT54
FBgn0035435	PIG-C
FBgn0026250	eIF1A
FBgn0284436	CCT8
FBgn0037165	CG11437
FBgn0035677	CG13293
FBgn0010041	GstD5
FBgn0051706	CG31706
FBgn0050022	CG30022
FBgn0036695	Papst2
FBgn0004391	shtd
FBgn0031628	CG3294
FBgn0033330	CG8746
FBgn0039855	CG1638
FBgn0259710	CG42364
FBgn0040505	Alk
FBgn0033948	CG12863
FBgn0050000	GstT1
FBgn0037085	Neu2
FBgn0025743	mbt
FBgn0038072	CG6225
FBgn0000316	cin
FBgn0051146	Nlg1
FBgn0037182	ArfGAP3
FBgn0034092	CG7798
FBgn0069923	CG41128
FBgn0039883	RhoGAP100F
FBgn0261393	alpha-Est5
FBgn0025360	Optix
FBgn0284080	CG46302
FBgn0041164	armi
FBgn0031634	Ir25a
FBgn0001989	ND-B17
FBgn0086657	IKKepsilon
FBgn0037838	TTLL15
FBgn0038047	CG5245
FBgn0038704	CG5316
FBgn0033304	Cyp6a13
FBgn0011582	Dop1R1
FBgn0026150	ApepP
FBgn0050467	CG30467
FBgn0002948	nod
FBgn0034473	Or56a
FBgn0031782	WDR79
FBgn0028541	TM9SF4
FBgn0044452	Atg2
FBgn0027453	Dnz1
FBgn0039676	ppk20
FBgn0024689	fws
FBgn0038611	CG14309
FBgn0039034	Or94b
FBgn0261925	CG42792
FBgn0051111	CG31111
FBgn0032032	CG17294
FBgn0033891	CG8067
FBgn0013433	beat-Ia
FBgn0037422	Osi13
FBgn0004858	elB
FBgn0085470	lmgB
FBgn0035854	Dhps
FBgn0032454	CG5787
FBgn0035149	MED30
FBgn0037141	PolH
FBgn0044823	Spec2
FBgn0264478	CG43886
FBgn0035143	Ppm1
FBgn0261705	CG42741
FBgn0000551	Edg78E
FBgn0034272	Ir54a
FBgn0261526	NT1
FBgn0038186	CG14362
FBgn0032105	borr
FBgn0031428	CG9886
FBgn0029974	dpr14
FBgn0033736	CG13154
FBgn0035445	Ids
FBgn0035513	Cpr64Ad
FBgn0035948	CG5644
FBgn0085214	CG34185
FBgn0265544	CR44394
FBgn0051719	RluA-1
FBgn0032817	CG10631
FBgn0261983	l(2)gd1
FBgn0030551	CG11674
FBgn0038674	CG14285
FBgn0040780	Atg10
FBgn0259194	Ir94e
FBgn0004456	mew
FBgn0263237	Cdk7
FBgn0034837	RpL22-like
FBgn0003559	su(f)
FBgn0288469	Pex23
FBgn0283659	THG
FBgn0044328	CG32052
FBgn0030981	CG14191
FBgn0263841	CG43702
FBgn0026430	Grip84
FBgn0028434	Ercc1
FBgn0024315	Picot
FBgn0259821	CG42402
FBgn0039467	CG14253
FBgn0050423	CG30423
FBgn0011206	bol
FBgn0261089	Sytalpha
FBgn0036596	CG13045
FBgn0027572	ACOX1
FBgn0261627	CG42710
FBgn0002306	sas
FBgn0024913	Actbeta
FBgn0024177	zpg
FBgn0022787	Hel89B
FBgn0030795	ppk28
FBgn0031568	CG10019
FBgn0032827	CG10481
FBgn0035851	MED24
FBgn0029503	mora
FBgn0036501	CG7272
FBgn0033177	CG11141
FBgn0031601	Dim1
FBgn0037294	CG12590
FBgn0264855	AP-2alpha
FBgn0032135	GlcAT-S
FBgn0011761	dhd
FBgn0034360	CG10927
FBgn0036417	CG7906
FBgn0038202	CG12402
FBgn0034057	CG8314
FBgn0263111	cac
FBgn0029596	CG14054
FBgn0033935	Sin1
FBgn0031897	CG13784
FBgn0033557	CG12325
FBgn0032609	CG13280
FBgn0262817	CG43188
FBgn0011604	Iswi
FBgn0036210	CG14130
FBgn0038057	Polr3C
FBgn0022987	qkr54B
FBgn0034825	Gpdh2
FBgn0033880	CG6553
FBgn0038952	CG7069
FBgn0052819	CG32819
FBgn0052820	CG32820
FBgn0005624	Psc
FBgn0038968	CG12499
FBgn0015396	jumu
FBgn0263131	CG43373
FBgn0051388	CG31388
FBgn0023215	Mnt
FBgn0051363	Jupiter
FBgn0033570	ND-B14
FBgn0264502	CG43901
FBgn0039008	CG6972
FBgn0038045	NANS
FBgn0058006	CG40006
FBgn0022960	vimar
FBgn0037630	Ir85a
FBgn0285917	sbb
FBgn0010786	Pbgd
FBgn0036043	Ae2
FBgn0051559	CG31559
FBgn0033240	CG2906
FBgn0262018	CadN2
FBgn0031902	Wnt6
FBgn0039319	CG13659
FBgn0053230	CG33230
FBgn0085342	CG34313
FBgn0028400	Syt4
FBgn0033544	CG7220
FBgn0031981	Megf8
FBgn0264075	tgo
FBgn0031449	CG31689
FBgn0027660	blot
FBgn0034844	CG9861
FBgn0288690	Dna2
FBgn0003248	Rh2
FBgn0038871	CG3337
FBgn0032198	eEF1delta
FBgn0035529	Fdx2
FBgn0085382	CG34353
FBgn0030985	Obp18a
FBgn0053531	Ddr
FBgn0053013	CR33013
FBgn0034128	CG4409
FBgn0036263	thoc6
FBgn0032871	CG2611
FBgn0028380	fal
FBgn0037974	CG12224
FBgn0030638	CG11655
FBgn0032663	CG15153
FBgn0263233	robls54B
FBgn0035309	CG15879
FBgn0030587	CG9522
FBgn0031393	CG15382
FBgn0029791	AdamTS-B
FBgn0085219	CG34190
FBgn0261041	stj
FBgn0265297	pAbp
FBgn0031252	CG13690
FBgn0030833	CG8915
FBgn0011640	lark
FBgn0035793	CG7546
FBgn0032452	CG15484
FBgn0052280	CG32280
FBgn0039848	Loxl1
FBgn0036787	CG4306
FBgn0283499	InR
FBgn0031443	Prosbeta4R2
FBgn0039232	sosie
FBgn0052133	Ptip
FBgn0261514	NimA
FBgn0038469	CG4009
FBgn0050160	CG30160
FBgn0261840	pre-mod(mdg4)-X
